L,m,g,T
4.796893762984373,0.20936164403162413,10.135331481884455,4.307407189966798
3.820536125130958,1.1441048764150976,9.987477263917988,3.899770082979193
2.994593236301303,0.9389079526094163,9.965927800935066,3.4606620277715923
3.2527433580545853,1.7866379472407696,9.909362828772283,3.597338898994692
2.3882002809250547,0.7667385238489495,9.822550198660371,3.1039203612890436
1.6147894527552085,0.32242733121245115,10.145888950502021,2.5097571330321617
2.1018770539306773,0.37168419590038815,10.12516040365203,2.893533162309986
3.910307497089661,1.5468702002631973,10.199887069314451,3.9015364961916736
0.5647706988339014,1.274614320300896,10.198654734829562,1.4772997162619894
1.0223268822811231,0.29213308463330145,10.02217268224105,1.9971971204594643
0.7070118890978874,0.2598029316184951,10.107594966072204,1.6456994040613473
0.6832796104353656,1.431841349772328,10.17790629195297,1.630017671850061
4.349572628049533,0.2382497120919677,10.139858956270965,4.1076010340726405
3.6664603672101066,1.6615341126516767,9.89893924069728,3.8096995640453213
2.6337822308929635,1.4418602315973428,9.980217654124038,3.2212835566337636
0.9402537229295067,0.25456268321960956,9.851663766060598,1.9302831748978693
2.7122714380257458,0.2611916567618646,10.181620410903488,3.259804540910435
2.6306229685125455,1.9746151991522334,10.042469853780352,3.224615457071649
1.2794084145950684,0.8111145119366285,9.891457122201386,2.259638733074611
2.452332421570879,0.8042200794270927,10.068680273762343,3.1156673263545733
2.2932713047881803,1.644319177789255,10.047251296183159,3.0025888972732786
3.271325441234974,1.8997722970293316,9.943265087213137,3.595324527302385
3.357921428904397,1.9734020212634547,9.845423036879852,3.684655624395871
0.7038680439742003,1.5314185519919892,10.06862927823712,1.666659463062909
2.1857567658191206,0.8148932125087399,10.008123080361518,2.925954853941547
3.3163696207140636,0.25865136172747066,10.108927356694256,3.5969055858517893
2.7641131636103946,1.5765791402621299,10.008065400444798,3.2932867122142624
4.35420428534745,1.1609680744980295,10.140872600127416,4.103321201891744
3.4641213422852526,0.9060218175692549,10.020762735509795,3.703509604664872
1.2332049218664336,1.8220733316799984,10.024375188614155,2.2228772070239584
0.8175593633019342,0.31127521638168754,10.150661441063338,1.7691826669301376
3.39088675192842,1.0359876981526324,9.961393146484959,3.67149471997218
0.6193008974372982,0.12157192505809623,9.853606091380257,1.568684221882939
3.1359901157305847,0.9904552197888399,9.811513070525336,3.547343531298334
4.731036086412309,0.20697622379549097,10.102054902269447,4.2939243870955375
3.0896338004414554,0.3257540409093367,10.048123820541386,3.475462270788375
2.2467646679293485,0.3232998688764993,10.08163190723969,2.966636124760201
3.3947969829905893,1.3334995740205209,9.885185664603565,3.673780135805557
2.562138007211825,1.5174852706043043,9.854548590234709,3.2064851162066788
2.9552755519217073,1.2084006536846033,9.805817866267153,3.448845108410912
4.736591639494363,1.9281278421016297,9.94023502352264,4.334861101639437
2.237461870103484,0.8122541010950377,10.035967074741853,2.9576547230197217
4.825357537207614,0.6428529639355354,9.956897618039893,4.368270739546135
4.574077888802287,1.7503383435599746,9.974989968809492,4.262317289093352
1.381060106551834,0.52483209318696,10.161663477797498,2.3213568920304506
0.8121258539382445,1.9301228249371616,9.93930218680932,1.7862544581482616
0.9535010061984199,0.12309350191065105,10.005595795663924,1.9406236640592809
0.5819982154319738,1.9427697707445142,10.113461205096456,1.5147829452030475
0.9249933234016778,0.1820038327060946,9.958617112928508,1.8982216031013377
3.5735304803736057,1.793171916026335,10.048834680091149,3.7523220457313413
0.8203489180710304,1.1026321072639698,10.144945483498697,1.7800847756522546
1.9353903363219258,1.9866331126266705,10.179808249463056,2.745351381592427
4.301938899362545,0.24021347299725784,9.858829392371616,4.142856833409109
0.6047237108112165,1.1523231403625096,10.170635050064597,1.5140413681889313
4.1651081716502105,1.9416748176762881,9.996846517231816,4.039384194409183
1.7683464864802998,1.0938859039232827,9.903297755319583,2.6555365210071327
1.0317417242974531,1.2958574124569988,9.983654302495305,2.0224541057137873
3.635317244138678,1.4219225090707726,10.19201303011419,3.7434597766807163
3.330242810509478,0.963628023058769,9.997047237597148,3.632838028681202
4.4486240608717385,1.2923603521597207,9.931500644115003,4.188571517347486
3.807819697117486,1.2101971926538906,10.053360341726691,3.8662346667210645
4.115664186731818,1.812200219932879,9.896058247511277,4.0398830840643205
1.769155576570879,0.18634812264876996,9.830345331243466,2.6589804550944875
1.2984779470087526,0.6338300602252376,9.851551888764261,2.281576656630918
3.8777663823838626,1.9057818197454617,9.851218335583109,3.9334784366560673
4.130756326702688,1.791501189392741,9.860761077404918,4.062829189303703
4.95727313900303,0.9657478302928545,9.855530869059764,4.466228114223669
2.356779546101419,1.2782519358229198,10.056349897921285,3.0359505724611213
2.1740813860675243,0.627024247664152,9.872752033759658,2.9568400871088234
3.9938583233389857,0.4574302034751465,9.938266913329546,3.9717997907057976
2.03361593113858,0.981026969385966,10.158715363962404,2.8165187290505607
4.688407965216041,0.7713692332495004,9.98958465610515,4.318877407623896
4.362857383293553,1.208946612516657,10.06702309540841,4.1116103581018155
2.4304731231875825,0.2476958102334712,9.868927948480652,3.110132852551771
3.878919805061738,1.9513501345657163,9.876915607523468,3.943307263579408
3.8954429333810707,1.9738004145112455,9.816347446506592,3.9560382715718108
0.9640574097616967,1.4265072566375159,9.867574025228866,1.9676419835155015
4.56148808005805,1.1185830960538288,9.911436135612783,4.256464614324364
2.773635676015357,0.6881024709440227,9.870804193710699,3.3315106052060273
4.219058597484837,1.6462105374432026,9.835481013502823,4.113632784496648
1.940223204637753,1.4009892278523706,9.848254348440241,2.8005338003090845
4.529854528232902,0.4089721847552935,9.984311507213091,4.234712556362189
2.251407554303734,1.8307616505383006,9.882533487362318,3.002350578509903
0.5487694316613426,1.6628207615540211,9.94570794441923,1.4717813677621305
4.574218893886687,1.9046198352546557,10.001366908341943,4.244338489293916
0.910790045537601,1.478867065937884,10.076157931451746,1.8847160230267919
1.936911369156867,1.2654888722780007,9.81572485593644,2.79503268139962
4.775278851728622,0.8946617689521758,10.119764159563617,4.3119154274541
4.777732161219003,1.872184118372625,10.051160155796364,4.334840131122986
3.0804704965547876,1.745521390050776,9.83270361277955,3.5375884254172636
3.3432674547640966,0.18591547320175988,10.14943144964271,3.6148677558885245
2.518004848902439,0.15009725154477882,10.168348960212725,3.1234161125865096
1.8194484726412905,0.8152803970682941,9.824431183941947,2.7159458559295806
1.978990454164622,1.6400513284854825,9.910751059258882,2.8036045854474057
3.526333052346673,1.9758246456983946,10.122480511917225,3.6881168269441487
3.88568538246956,0.3857920930967036,10.099303876153463,3.887256178971318
4.062105696766318,1.2288483591690569,9.873808407742551,4.011367097224517
4.0532816425754925,0.8236926275989408,9.883739729334685,4.020157218469528
0.9104274637191067,1.942837355847746,9.948188841116552,1.9009584038430114
2.7248913711616165,1.7000259539578466,9.993809194076409,3.2976337389276096
