m,v,K
4.370861069626263,1.5971545280479509,5.506817931634529
9.556428757689245,13.091797814011828,818.9860911424014
7.587945476302646,6.972763640450207,184.4901097802178
6.387926357773329,10.662843132129353,363.0701168079718
2.4041677639819286,18.243763004595767,400.2820323627942
2.403950683025824,5.736552353828624,39.60202738546312
1.5227525095137953,8.797275537676965,58.80534406993017
8.795585311974417,15.355471632317926,1037.0234244164872
6.41003510568888,5.347165144340827,91.54095484111399
7.372653200164409,2.462618286747067,22.434394936374243
1.185260448662222,6.505277605361592,25.195162732331788
9.72918866945795,4.0632044578260835,80.23058660201286
8.491983767203795,18.66425539450889,1479.2064175956486
2.9110519961044856,16.35428721172392,389.3402063034831
2.636424704863906,13.034671373698046,224.04998826574263
2.650640588680904,17.557751213566636,408.7522995895039
3.7381801866358395,16.269769461083175,494.73369883009474
5.72280788469014,4.544831118834681,59.02832661085361
4.887505167779041,17.95862097130958,788.0507460909859
3.6210622617823773,11.247502596397364,228.96203991044516
6.506676052501415,16.341362948117187,868.7641415932084
2.2554447458683766,18.025734698546373,366.46168832137795
3.629301836816963,7.042066024465414,90.01746729725252
4.297256589643226,3.090986566025858,20.6111383775059
5.104629857953324,5.330768088296892,72.53065917915474
8.066583652537123,9.11504798389887,335.24777381734737
2.7970640394252375,16.54228055252737,382.6776900775617
5.628109945722504,17.353881081870526,847.7449011198254
6.331731119758382,1.1320904800926233,4.120031387736739
1.4180537144799796,10.704198748973749,81.15448998143759
6.467903667112945,8.930809059826801,257.83080842355923
2.5347171131856236,5.220048398943875,34.582380515192
1.5854643368675156,3.277441979339973,8.492886135827506
9.539969835279999,7.414688256668931,262.31373212832113
9.690688297671034,18.915284374337865,1733.653233531386
8.275576133048151,7.14085570839435,210.98606242169703
3.741523922560336,10.857021813123955,220.43124211187012
1.8790490260574548,14.35736021900838,193.51626625574093
7.158097238609412,7.908962445206585,223.83087735304528
4.961372443656412,19.463859571698254,939.873346390661
2.0983441136030097,19.286498603900114,390.28091996545294
5.456592191001432,5.7838636206819185,91.14532925598607
1.3094966900369656,10.447721611955323,71.48629962854609
9.18388361870904,6.716687886518623,207.1989177204833
3.3290198344001523,6.411969393171884,68.34519555575311
6.962700559185838,1.700851999736123,10.08656211810914
3.8053996848046987,12.58172234561804,301.20270586079613
5.680612190600297,10.550901441348369,316.0728982438031
5.920392514089517,1.9780962737497978,11.618626673269997
2.6636900997297435,6.294282820495617,52.821110609650844
9.726261649881026,18.257051833366422,1621.086787911463
7.976195410250031,5.551675922672476,123.02296052009495
9.455490474077703,3.7530025697332388,66.45265846735973
9.053446153848839,10.299602445273697,480.1091972671974
6.381099809299767,19.727358628101413,1241.713593421695
9.296868115208051,5.599050158718508,145.7768237602668
1.7964325184672756,13.770575400711692,170.37912842238768
2.763845761772307,15.470772691245633,331.1413392815075
1.4070456001948426,5.5151133358555935,21.455772787673187
3.927972976869379,14.836110623625332,432.40697298015135
4.498095607205338,7.987879521665811,143.5986374427077
3.442141285965063,13.01381078127801,291.5444086477693
8.458637582367365,13.037064504457,718.8048566633678
4.210779940242304,11.17971899742041,263.2204137661844
3.5284105871864266,2.715505631033758,12.931915855473179
5.884264748424236,16.87074741619552,837.3722670450996
2.2683180247728636,7.094821234462981,57.04104555810511
8.219772826786357,4.54385169759723,84.8633199445391
1.6709557931179373,1.7747276895405144,2.8629358082034804
9.881982429404655,12.226965920576594,738.4850151631518
7.9502029236699165,13.873722875003367,765.1968964012009
2.7884411338075514,1.315168749629267,2.2502682835435963
1.0496990541124216,10.729768107686338,60.377643089317395
8.339152856093508,5.303419728760821,117.38348918140157
7.361716094628554,13.258283017779547,647.0352697064651
7.561064512368886,4.312962151094837,70.21633507489298
7.941433120173512,14.127817023946854,792.4644906254616
1.6664018656068134,8.347971579710212,58.13259087645955
4.226191556898454,18.797869785997957,746.6102942430731
2.0428215357261674,3.6128979387738718,13.354152802653205
8.767930832880342,7.4802606699549115,245.30627192815868
6.609683141448022,3.155996903571192,32.85210784444967
3.9780822236738427,18.569178747292693,686.0644106672619
1.5720251525742128,17.66944771423864,245.46389300266725
3.79884089544096,5.900890926587957,65.93628151545676
3.9266498982407234,13.539696874649401,359.9420336371308
7.566455605042576,16.527221803823103,1033.3189414693175
6.738017242196918,11.548815420389785,449.42723179602353
8.98491468318694,11.063360988764122,549.7883456063031
5.249934326457543,5.595193527108582,82.1662487018535
2.0763482134447155,2.768952588312085,8.01028179817715
7.419203085006955,18.047099401113208,1208.2956248951648
7.847065437552077,18.10794308610328,1286.3969433908155
6.051494778125466,13.028927688192091,513.5961154096422
7.938704619591049,7.441566029925313,219.76295115159704
5.444160367279517,7.634981917640557,158.61274807626103
5.704595464437946,14.793157898534549,624.3663091871351
4.847869165226946,18.045094939098966,789.3352907043761
1.2287721406968566,17.85464206103723,195.73296757311016
1.97102284293974,15.817635371294854,246.66436752144597
